ICAO CODE,IATA CODE,ALTERNATIVE CODE,LOCATION SERVED,AIRPORT,ALTERNATIVE NAME,HISTORICAL NAME,COUNTRY,TYPE,USER,NOTES,ICAO REGION
EGLL,LHR,-,LONDON,HEATHROW AIRPORT,LONDON HEATHROW AIRPORT,LONDON AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGLM,-,EGJ70,MAIDENHEAD,WHITE WALTHAM AIRFIELD,-,RAF WHITE WALTHAM,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGLS,-,-,SALISBURY,OLD SARUM AIRFIELD,-,RAF OLD SARUM,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGLT,-,-,ASCOT RACECOURSE,ASCOT RACECOURSE HELIPORT,-,-,UNITED KINGDOM,HELIPORT,PRIVATE,-,E
EGLW,-,-,BATTERSEA,LONDON HELIPORT,LONDON EDMISTON HELIPORT,BATTERSEA HELIPORT,UNITED KINGDOM,HELIPORT,PUBLIC,-,E
EGMA,-,EGD48,FOWLMERE,FOWLMERE AIRFIELD,-,RAF FOWLMERE,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGMC,SEN,-,SOUTHEND,LONDON SOUTHEND AIRPORT,SOUTHEND AIRPORT,RAF ROCHFORD,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGMD,LYX,-,LYDD,LONDON ASHFORD AIRPORT,LYDD AIRPORT,LYDD FERRYFIELD,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGMJ,-,EGF30,ST NEOTS,LITTLE GRANSDEN AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGML,-,-,HORNCHURCH,DAMYNS HALL AERODROME,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNB,-,-,BROUGH,BROUGH AERODROME,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNC,CAX,-,CARLISLE,CARLISLE LAKE DISTRICT AIRPORT,CARLISLE AIRPORT,RAF CROSBY-ON-EDEN,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGND,-,-,HUDDERSFIELD,CROSLAND MOOR AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNE,-,-,RETFORD,RETFORD GAMSTON AIRPORT,GAMSTON AIRPORT,RAF GAMSTON,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNF,-,EGG42,WORKSOP,NETHERTHORPE AIRFIELD,-,RAF NETHERTHORPE,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGNG,-,EGA50,BAGBY,BAGBY AIRFIELD,BAGBY INTERNATIONAL,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGNH,BLK,-,BLACKPOOL,BLACKPOOL AIRPORT,BLACKPOOL INTERNATIONAL AIRPORT,SQUIRES GATE AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNJ,HUY,-,HULL,HUMBERSIDE AIRPORT,-,RAF KIRMINGTON,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNL,BWF,-,BARROW-IN-FURNESS,WALNEY AERODROME,BARROW/WALNEY ISLAND AIRPORT,RAF WALNEY ISLAND,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGNM,LBA,-,YORKSHIRE,LEEDS BRADFORD AIRPORT,-,RAF YEADON,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNO,-,-,WARTON,WARTON AERODROME,-,RAF WARTON,UNITED KINGDOM,AIRPORT,PRIVATE,-,E
EGNP,-,-,LEEDS,LEEDS HELIPORT,-,-,UNITED KINGDOM,HELIPORT,PUBLIC,-,E
EGNR,CEG,-,CHESTER,HAWARDEN AIRPORT,MAES AWYR PENARLÂG,CHESTER/HAWARDEN AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNS,IOW,-,ISLE OF MAN,ISLE OF MAN AIRPORT,PURT AER VANNIN,RONALDSWAY AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNT,NCL,-,NEWCASTLE-UPON-TYNE,NEWCASTLE INTERNATIONAL AIRPORT,-,-,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNU,-,EGD55,YORK,FULL SUTTON AIRFIELD,-,RAF FULL SUTTON,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGNV,MME,-,DURHAM,TEESSIDE INTERNATIONAL AIRPORT,DURHAM TEES VALLEY AIRPORT,RAF MIDLETON ST GEORGE,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNW,-,EGJ74,LINCOLN,WICKENBY AERODROME,WICKENBY AIRFIELD,RAF WICKENBY,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGNX,EMA,-,LEICESTERSHIRE,EAST MIDLANDS AIRPORT,-,RAF CASTLE DONNINGTON,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGNY,-,EGA77,BEVERLEY,BEVERLEY AIRFIELD,BEVERLEY/LINLEY HILL AIRFIELD,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGO2,-,-,SAFRON WALDEN,AUDLEY END AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGOE,-,-,TERNHILL,TERN HILL AIRFIELD,RAF TERN HILL,-,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGOQ,-,EGG31,ANGLESEY,MONA AIRFIELD,RAF MONA,RNAS ANGLESEY,UNITED KINGDOM,AIRFIELD,DUAL,NO. 1 AIDU CODE - CIVILIAN WHEN OUTSIDE OF RAF OPERATING HOURS. DURING RAF HOURS THE FACILITY IS RAF MONA.,E
EGOQ,-,-,ANGLESEY,RAF MONA,MONA AIRFIELD,RNAS ANGLESEY,UNITED KINGDOM,AIRFIELD,DUAL,NO. 1 AIDU CODE - CIVILIAN WHEN OUTSIDE OF RAF OPERATING HOURS. DURING CIVILIAN HOURS HOURS THE FACILITY IS MONA AIRFIELD.,E
EGOS,-,-,SHAWBURY,RAF SHAWBURY,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGOV,VLY,-,ANGLESEY,RAF VALLEY,ANGLESEY AIRPORT,-,UNITED KINGDOM,AIRPORT,DUAL,-,E
EGOW,-,-,FORMBY,RAF WOODVALE,-,HMS RINGTAIL II,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGPA,KOI,-,ORKNEY,KIRKWALL AIRPORT,-,RNAS GRIMSETTER,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPB,LSI,-,SUMBURGH,SUMBURGH AIRPORT,-,RAF SUMBURGH,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPC,WIC,-,WICK,WICK JOHN O' GROATS AIRPORT,WICK AIRPORT,RAF WICK,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPD,ABZ,-,ABERDEEN,ABERDEEN INTERNATIONAL AIRPORT,ABERDEEN DYCE AIRPORT,RAF DYCE,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPE,INV,-,INVERNESS,INVERNESS AIRPORT,-,RAF DALCROSS,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPF,GLA,-,GLASGOW,GLASGOW AIRPORT,GLASGOW INTERNATIONAL AIRPORT,HMS SANDERLING,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPG,-,EGC51,CUMBERNAULD,CUMBERNAULD AIRPORT,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGPH,EDI,-,EDINBURGH,EDINBURGH AIRPORT,-,RAF TURNHOUSE,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPI,ILY,-,ISLAY,ISLAY AIRPORT,GLENEGEDALE AIRPORT,RAF PORT ELLEN,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPJ,-,EGD37,FIFE,FIFE AIRPORT,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGPK,PIK,-,PRESTWICK,GLASGOW PRESTWICK AIRPORT,PRESTWICK AIRPORT,HMS GANNET,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPL,BEB,-,BENBECULA,BENBECULA AIRPORT,PORT-ADHAIR BHEUNN NA FAOGHLA,RAF BENBECULA,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPM,SCS,-,SCATSTA,SCATSTA AIRPORT,-,RAF SCATSTA,UNITED KINGDOM,AIRPORT,PRIVATE,CLOSED,E
EGPN,DND,-,DUNDEE,DUNDEE AIRPORT,PORT-ADHAIR DHÙN DÈAGH,-,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPO,SYY,-,STORNOWAY,STORNOWAY AIRPORT,PORT-ADHAIR THIRIODH STEÒRNABHAIGH,RAF STORNOWAY,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPR,BRR,EGA57,BARRA,BARRA AIRPORT,BARRA EOLIGARRY AIRPORT,-,UNITED KINGDOM,AIRSTRIP,PUBLIC,NO. 1 AIDU CODE,E
EGPT,PSL,EGH16,PERTH,PERTH AIRPORT,-,RAF SCONE,UNITED KINGDOM,AIRPORT,PUBLIC,NO. 1 AIDU CODE,E
EGPU,TRE,-,ISLE OF TIREE,TIREE AIRPORT,PORT-ADHAIR THIRIODH,RAF TIREE,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGPW,UNT,-,UNST,UNST AIRPORT,BALTASOUND AIRPORT,-,UNITED KINGDOM,AIRSTRIP,PRIVATE,-,E
EGQK,FSS,-,KINLOSS,KINLOSS BARRACKS,-,RAF KINLOSS,UNITED KINGDOM,AIRFIELD,MILITARY,CLOSED,E
EGQL,ADX,-,LEUCHARS,LEUCHARS STATION,-,RAF LEUCHARS,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGQM,-,-,ALNWICK,RAF BOULMER,-,,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGQS,LMO,-,LOSSIEMOUTH,RAF LOSSIEMOUTH,-,HMS FULMAR,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGSA,-,-,SHIPDHAM,SHIPDHAM AIRFIELD,-,RAF SHIPDHAM,UNITED KINGDOM,AIRFIELD,PUBLIC,CLOSED,E
EGSC,CBG,-,CAMBRIDGE,CAMBRIDGE CITY AIRPORT,MARSHALL AIRPORT - CAMBRIDGE,-,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGSD,-,-,GREAT YARMOUTH,NORTH DENES AIRFIELD,GREAT YARMOUTH - NORTH DENES AIRPORT,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGSF,-,-,PETERBOROUGH,PETERBOROUGH BUSINESS AIRPORT,PETERBOROUGH CONNINGTON AIRPORT,RAF GLATTON,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGSG,-,-,STAPLEFORD,STAPLEFORD AERODROME,STAPLEFORD FLIGHT CENTRE,RAF STAPLEFORD TAWNEY,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGSH,NWI,-,NORWICH,NORWICH AIRPORT,-,RAF HORSHAM ST FAITH,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGSJ,-,EGH99,SEETHING,SEETHING AIRFIELD,-,RAF SEETHING,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGSK,-,-,HETHEL,HETHEL AIRFIELD,-,RAF HETHEL,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGSL,-,EGA22,BRAINTREE,ANDREWSFIELD AERODROME,-,RAF ANDREWS FIELD,UNITED KINGDOM,AIRFIELD,PUBLIC,-,E
EGSM,-,EGA66,BECCLES,BECCLES AERODROME,ELLOUGH AIRFIELD,RAF BECCLES,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGSN,-,-,BOURN,BOURN AIRFIELD,-,RAF BOURN,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGSO,-,EGC47,STOWMARKET,CROWFIELD AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGSP,-,EGH17,SIBSON,PETERBOROUGH/SIBSON AIRFIELD,SIBSON AERODROME,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGSQ,-,EGC10,CLACTON-ON-SEA,CLACTON AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGSR,-,EGC93,HALSTEAD,EARLS COLNE AIRFIELD,-,RAF EARLS COLNE,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGSS,STN,-,STANSTED,STANSTED AIRPORT,-,RAF STANSTED MOUNTFITCHET,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGST,-,EGD11,ELMSETT,ELMSETT AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGSU,QFO,-,DUXFORD,DUXFORD AIRFIELD,IWM DUXFORD,RAF DUXFORD,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGSV,-,-,OLD BUCKENHAM,OLD BUCKENHAM AERODROME,-,RAF OLD BUCKENHAM,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGSW,-,-,NEWMARKET,NEWMARKET HEATH,-,-,UNITED KINGDOM,AIRSTRIP,PRIVATE,HORSE RACECOURSE,E
EGSX,-,EGG66,HARLOW,NORTH WEALD AIRFIELD,-,RAF NORTH WEALD,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGSY,-,-,SAINT ATHAN,MOD ST ATHAN,BRO TATHAN AIRFIELD,RAF ST ATHAN,UNITED KINGDOM,AIRPORT,DUAL,-,E
EGTB,HYC,EGTBJ76,HIGH WYCOMBE,WYCOMBE AIR PARK,BOOKER AIRFIELD,RAF BOOKER,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGTC,-,-,CRANFIELD,CRANFIELD AIRPORT,-,RAF CRANFIELD,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGTD,-,-,DUNSFOLD,DUNSFOLD AERODROME,-,RAF DUNSFOLD,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGTE,EXT,-,EXETER,EXETER AIRPORT,EXETER INTERNATIONAL AIRPORT,RAF EXETER,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGTF,-,EGD24,WOKING,FAIROAKS AIRPORT,-,RAF FAIROAKS,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGTH,-,EGG90,OLD WARDEN,OLD WARDEN AERODROME,SHUTTLEWORTH AERODROME,-,UNITED KINGDOM,AIRFIELD,PRIVATE,NO. 1 AIDU CODE,E
EGTK,OXF,-,OXFORD,LONDON OXFORD AIRPORT,OXFORD AIRPORT,KIDLINGTON AIRPORT,UNITED KINGDOM,AIRPORT,PUBLIC,-,E
EGTN,-,EGD16,CHIPPING NORTON,ENSTONE AIRFIELD,-,RAF ENSTONE,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGTO,RCS,EGH74,ROCHESTER,ROCHESTER AIRPORT,-,-,UNITED KINGDOM,AIRSTRIP,PRIVATE,NO. 1 AIDU CODE,E
EGTP,-,EGH15,PERRANPORTH,PERRANPORTH AIRFIELD,-,RAF PERRANPORTH,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGTR,-,EGD12,WATFORD,LONDON ELSTREE AERODROME,ELSTREE AERODROME,-,UNITED KINGDOM,AIRFIELD,PUBLIC,NO. 1 AIDU CODE,E
EGTU,-,-,HONITON,DUNKESWELL AERODROME,-,RAF DUNKESWELL,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGTW,-,-,OAKSEY,OAKSEY PARK AIRFIELD,-,-,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGUB,BEX,-,BENSON,RAF BENSON,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGUD,-,-,ABINGDON,DALTON BARRACKS,-,RAF ABINGDON,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGUL,LKZ,-,LAKENHEATH,RAF LAKENHEATH,-,-,UNITED KINGDOM,AIRPORT,MILITARY,USAF STATION,E
EGUN,MHZ,-,MILDENHALL,RAF MILDENHALL,-,-,UNITED KINGDOM,AIRPORT,MILITARY,USAF STATION,E
EGUO,-,-,COLERNE,AZIMGHUR BARRACKS,COLERNE AIRFIELD,RAF COLERNE,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGUW,-,-,STOWMARKET,WATTISHAM FLYING STATION,WATTISHAM AIRFIELD,RAF WATTISHAM,UNITED KINGDOM,AIRPORT,MLITARY,-,E
EGUY,QUY,-,WYTON,RAF WYTON,-,-,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGVA,FFD,-,FAIRFORD,RAF FAIRFORD,-,-,UNITED KINGDOM,AIRPORT,MILITARY,USAF STATION,E
EGVC,-,-,NO 1 AIDU (RAF),AFTN ADDRESSING CODE,-,-,UNITED KINGDOM,ADMINISTRATIVE,MILITARY,GENERIC ADDRESS FOR THE AERONAUTICAL INFORMATION OFFICE OF THE RAF,E
EGVF,-,-,GOSPORT,FLEETLANDS HELIPORT,,DARA FLEETLANDS,UNITED KINGDOM,HELIPORT,PRIVATE,-,E
EGVH,-,-,HEREFORD,STIRLING LINES,-,RAF CREDENHILL,UNITED KINGDOM,HELIPORT,MILITARY,-,E
EGVL,-,-,LITTLE RISINGTON,LITTLE RISSINGTON AIRFIELD,RAF LITTLE RISSINGTON,-,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGVN,BZZ,-,BRIZE NORTON,RAF BRIZE NORTON,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGVO,ODH,-,ODIHAM,RAF ODIHAM,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGVP,-,-,ANDOVER,MIDDLE WALLOP FLYING STATION,ARMY AIR CORPS MIDDLE WALLOP,RAF MIDDLE WALLOP,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGWB,-,-,MOD UK AIR,AFTN ADDRESSING CODE,-,-,UNITED KINGDOM,ADMINISTRATIVE,MILITARY,GENERIC ADDRESS FOR THE ROYAL AIR FORCE,E
EGWC,-,-,COSFORD,RAF COSFORD,-,DCAE COSFORD,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGWE,-,-,HENLOW,RAF HENLOW,-,-,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGWI,-,-,MOD UK NAVY,AFTN ADDRESSING CODE,-,-,UNITED KINGDOM,ADMINISTRATIVE,MILITARY,GENERIC ADDRESS FOR THE ROYAL NAVY,E
EGWN,-,EGD94,HALTON,RAF HALTON,-,-,UNITED KINGDOM,AIRPORT,MILITARY,NO. 1 AIDU CODE,E
EGWU,NHT,-,NORTHOLT,RAF NORTHOLT,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGXC,QCY,-,CONINGSBY,RAF CONINGSBY,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGXD,-,-,DISHFORTH,DISHFORTH AIRFIELD,-,RAF DISHFORTH,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGXE,-,-,LEEMING BAR,RAF LEEMING,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGXH,BEQ,-,HONINGTON,RAF HONINGTON,-,-,UNITED KINGDOM,AIRSTRIP,MILITARY,-,E
EGXP,SQZ,-,SCAMPTON,RAF SCAMPTON,-,-,UNITED KINGDOM,AIRPORT,MILITARY,CLOSED,E
EGXT,-,-,STAMFORD,RAF WITTERING,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGXU,HRT,-,LINTON-ON-OUSE,RAF LINTON-ON-OUSE,-,-,UNITED KINGDOM,AIRPORT,MILITARY,CLOSED,E
EGXW,WTN,-,WADDINGTON,RAF WADDINGTON,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGXY,-,-,NEWARK-ON-TRENT,RAF SYERSTON,-,-,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGXZ,-,-,TOPCLIFFE,RAF TOPCLIFFE,ALANBROOKE BARRACKS,-,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGYC,CLF,-,SCOTTOW,SCOTTOW ENTERPRISE PARK,-,RAF COLTISHALL,UNITED KINGDOM,AIRFIELD,PRIVATE,-,E
EGYD,-,-,CRANWELL,RAF CRANWELL,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGYE,-,-,GRANTHAM,RAF BARKSTON HEATH,-,-,UNITED KINGDOM,AIRFIELD,MILITARY,-,E
EGYK,-,-,ELVINGTON,ELVINGTON AIRFIELD,-,RAF ELVINGTON,UNITED KINGDOM,AIRSTRIP,PRIVATE,-,E
EGYM,KNF,-,MARHAM,RAF MARHAM,-,-,UNITED KINGDOM,AIRPORT,MILITARY,-,E
EGYP,MPN,-,FALKLAND ISLANDS,RAF MOUNT PLEASANT,MOUNT PLEASANT AIRPORT,-,UNITED KINGDOM,AIRPORT,DUAL,-,E
EGYY,-,-,ROYAL NAVY VESSEL,ALL ROYAL NAVY VESSELS,-,-,UNITED KINGDOM,ADMINISTRATIVE,MILITARY,GENERIC ADDRESS FOR THE ROYAL NAVY FLEET,E
EHAM,-,-,-,AMSTERDAM AIRPORT SCHIPHOL,-,-,NETHERLANDS,,,-,E
EHEH,-,-,-,EINDHOVEN AIRPORT,-,-,NETHERLANDS,,,-,E
EHMZ,-,-,-,MIDDEN-ZEELAND AIRPORT,-,-,NETHERLANDS,,,-,E
EHRD,-,-,-,ROTTERDAM THE HAGUE AIRPORT,-,-,NETHERLANDS,,,-,E
EHSE,-,-,-,BREDA INTERNATIONAL AIRPORT,-,-,NETHERLANDS,,,-,E
EHTE,-,-,-,TEUGE AIRPORT,-,-,NETHERLANDS,,,-,E
EHTW,-,-,-,ENSCHEDE AIRPORT TWENTE,-,-,NETHERLANDS,,,-,E
EHTX,-,-,-,TEXEL INTERNATIONAL AIRPORT,-,-,NETHERLANDS,,,-,E
EIAB,-,-,ABBEYSHRULE,ABBEYSHRULE AERODROME,-,-,IRELAND,,,-,E
EIBB,-,-,BALLYBOUGHAL,BALLYBOUGHAL AIRFIELD,-,-,IRELAND,,,-,E
EIBN,BYT,-,BANTRY,BANTRY AERODROME,-,-,IRELAND,,,-,E
EIBR,-,-,BIRR,BIRR AERODROME,-,-,IRELAND,,,-,E
EIBT,BLY,-,BELMULLET,BELMULLET AERODROME,-,-,IRELAND,,,-,E
EICA,NNR,-,CONNEMARA,CONNEMARA AIRPORT,-,-,IRELAND,,,-,E
EICK,ORK,-,CORK,CORK AIRPORT,-,-,IRELAND,,,-,E
EICL,-,-,CLONBULLOGUE,CLONBULLOGUE AERODROME,-,-,IRELAND,,,-,E
EICM,GWY,-,GALWAY,GALWAY AIRPORT,-,-,IRELAND,,,-,E
EICN,-,-,COONAGH,COONAGH AERODROME,-,-,IRELAND,,,-,E
EIDL,CFN,-,DONEGAL,DONEGAL AIRPORT,-,-,IRELAND,,,-,E
EIDW,DUB,-,DUBLIN,DUBLIN AIRPORT,-,-,IRELAND,,,-,E
EIER,-,-,NENAGH,ERINAGH AERODROME,-,-,IRELAND,,,-,E
EIFR,-,-,BUNDORAN,FINNER CAMP,-,-,IRELAND,HELIPORT,MILITARY,-,E
EIGN,-,-,NAAS,GOWRAN GRANGE AIRFIELD,-,-,IRELAND,,,-,E
EIHN,-,-,HACKETSTOWN,HACKETSTOWN AIRFIELD,-,-,IRELAND,,,-,E
EIIM,IOR,-,INISHMORE,INISHMORE AERODROME,-,-,IRELAND,,,-,E
EIIR,INQ,-,INISHEER,INISHEER AERODROME,-,-,IRELAND,,,-,E
EIKH,-,-,KILDARE,KILRUSH AERODROME,-,-,IRELAND,,,-,E
EIKI,-,-,KILLENAULE,KILLENAULE AIRFIELD,-,-,IRELAND,,,-,E
EIKK,KKY,-,KILKENNY,KILKENNY AIRPORT,-,-,IRELAND,,,-,E
EIKN,NOC,-,KNOCK,IRELAND WEST AIRPORT KNOCK,-,-,IRELAND,,,-,E
EIKY,KIR,-,TRALEE,KERRY AIRPORT,FARRANFORE AIRPORT,-,IRELAND,,,-,E
EILT,LTR,-,LETTERKENNY,LETTERKENNY AIRFIELD,-,-,IRELAND,,,-,E
EIME,-,-,BALDONNEL,CASEMENT AERODROME,-,-,IRELAND,,,-,E
EIMG,-,-,MONEYGALL,MONEYGALL AERODROME,-,-,IRELAND,,,-,E
EIMH,-,-,ATHBOY,ATHBOY AERODROME,-,-,IRELAND,,,-,E
EIMN,IIA,-,INISHMAAN,INISHMAAN AERODROME,-,-,IRELAND,,,-,E
EIMY,-,-,THURLES,MOYNE AERODROME,-,-,IRELAND,,,-,E
EINC,-,-,NEWCASTLE,NEWCASTLE AERODROME,-,-,IRELAND,,,-,E
EINN,SNN,-,SHANNON,SHANNON AIRPORT,-,-,IRELAND,,,-,E
